,input_num
2998,8
2999,8
3000,8
3001,8
3002,8
3003,8
3004,9
3005,9
3006,9
3007,9
3008,9
3009,9
3010,9
3011,9
3012,9
3013,9
3014,9
3015,9
3016,9
3017,9
3018,9
3019,9
3020,9
3021,9
3022,9
3023,9
3024,0
3025,0
3026,0
3027,0
3028,0
3029,0
3030,0
3031,0
3032,0
3033,0
3034,0
3035,0
3036,0
3037,0
3038,0
3039,0
3040,0
3041,0
3042,0
3043,0
3044,1
3045,1
3046,1
3047,1
3048,1
3049,1
3050,1
3051,1
3052,1
3053,1
3054,1
3055,1
3056,1
3057,1
3058,1
3059,1
3060,1
3061,1
3062,1
3063,1
3064,2
3065,2
3066,2
3067,2
3068,2
3069,2
3070,2
3071,2
3072,2
3073,2
3074,2
3075,2
3076,2
3077,2
3078,2
3079,2
3080,2
3081,2
3082,2
3083,2
3084,3
3085,3
3086,3
3087,3
3088,3
3089,3
3090,3
3091,3
3092,3
3093,3
3094,3
3095,3
3096,3
3097,3
3098,3
3099,3
3100,3
3101,3
3102,3
3103,3
3104,4
3105,4
3106,4
3107,4
3108,4
3109,4
3110,4
3111,4
3112,4
3113,4
3114,4
3115,4
3116,4
3117,4
3118,4
3119,4
3120,4
3121,4
3122,4
3123,4
3124,5
3125,5
3126,5
3127,5
3128,5
3129,5
3130,5
3131,5
3132,5
3133,5
3134,5
3135,5
3136,5
3137,5
3138,5
3139,5
3140,5
3141,5
3142,5
3143,5
3144,6
3145,6
3146,6
3147,6
3148,6
3149,6
3150,6
3151,6
3152,6
3153,6
3154,6
3155,6
3156,6
3157,6
3158,6
3159,6
3160,6
3161,6
3162,6
3163,6
3164,7
3165,7
3166,7
3167,7
3168,7
3169,7
3170,7
3171,7
3172,7
3173,7
3174,7
3175,7
3176,7
3177,7
3178,7
3179,7
3180,7
3181,7
3182,7
3183,7
3184,8
3185,8
3186,8
3187,8
3188,8
3189,8
3190,8
3191,8
3192,8
3193,8
3194,8
3195,8
3196,8
3197,8
3198,8
3199,8
3200,8
3201,8
3202,8
3203,8
3204,9
3205,9
3206,9
3207,9
3208,9
3209,9
3210,9
3211,9
3212,9
3213,9
3214,9
3215,9
3216,9
3217,9
3218,9
3219,9
3220,9
3221,9
3222,9
3223,9
3224,10
3225,10
3226,10
3227,10
3228,10
3229,10
3230,10
3231,10
3232,10
3233,10
3234,10
3235,10
3236,10
3237,10
3238,10
3239,10
3240,10
3241,10
3242,10
3243,10
3244,11
3245,11
3246,11
3247,11
3248,11
3249,11
3250,11
3251,11
3252,11
3253,11
3254,11
3255,11
3256,11
3257,11
3258,11
3259,11
3260,11
3261,11
3262,11
3263,11
3264,12
3265,12
3266,12
3267,12
3268,12
3269,12
3270,12
3271,12
3272,12
3273,12
3274,12
3275,12
3276,12
3277,12
3278,12
3279,12
3280,12
3281,12
3282,12
3283,12
3284,13
3285,13
3286,13
3287,13
3288,13
3289,13
3290,13
3291,13
3292,13
3293,13
3294,13
3295,13
3296,13
3297,13
3298,13
3299,13
3300,13
3301,13
3302,13
3303,13
3304,14
3305,14
3306,14
3307,14
3308,14
3309,14
3310,14
3311,14
3312,14
3313,14
3314,14
3315,14
3316,14
3317,14
3318,14
3319,14
3320,14
3321,14
3322,14
3323,14
3324,15
3325,15
3326,15
3327,15
3328,15
3329,15
3330,15
3331,15
3332,15
3333,15
3334,15
3335,15
3336,15
3337,15
3338,15
3339,15
3340,15
3341,15
3342,15
3343,15
3344,16
3345,16
3346,16
3347,16
3348,16
3349,16
3350,16
3351,16
3352,16
3353,16
3354,16
3355,16
3356,16
3357,16
3358,16
3359,16
3360,16
3361,16
3362,16
3363,16
3364,17
3365,17
3366,17
3367,17
3368,17
3369,17
3370,17
3371,17
3372,17
3373,17
3374,17
3375,17
3376,17
3377,17
3378,17
3379,17
3380,17
3381,17
3382,17
3383,17
3384,18
3385,18
3386,18
3387,18
3388,18
3389,18
3390,18
3391,18
3392,18
3393,18
3394,18
3395,18
3396,18
3397,18
3398,18
3399,18
3400,18
3401,18
3402,18
3403,18
3404,19
3405,19
3406,19
3407,19
3408,19
3409,19
3410,19
3411,19
3412,19
3413,19
3414,19
3415,19
3416,19
3417,19
3418,19
3419,19
3420,19
3421,19
3422,19
3423,19
3424,20
3425,20
3426,20
3427,20
3428,20
3429,20
3430,20
3431,20
3432,20
3433,20
3434,20
3435,20
3436,20
3437,20
3438,20
3439,20
3440,20
3441,20
3442,20
3443,20
3444,21
3445,21
3446,21
3447,21
3448,21
3449,21
3450,21
3451,21
3452,21
3453,21
3454,21
3455,21
3456,21
3457,21
3458,21
3459,21
3460,21
3461,21
3462,21
3463,21
3464,22
3465,22
3466,22
3467,22
3468,22
3469,22
3470,22
3471,22
3472,22
3473,22
3474,22
3475,22
3476,22
3477,22
3478,22
3479,22
3480,22
3481,22
3482,22
3483,22
3484,23
3485,23
3486,23
3487,23
3488,23
3489,23
3490,23
3491,23
3492,23
3493,23
3494,23
3495,23
3496,23
3497,23
3498,23
3499,23
3500,23
3501,23
3502,23
3503,23
3504,24
3505,24
3506,24
3507,24
3508,24
3509,24
3510,24
3511,24
3512,24
3513,24
3514,24
3515,24
3516,24
3517,24
3518,24
3519,24
3520,24
3521,24
3522,24
3523,24
3524,25
3525,25
3526,25
3527,25
3528,25
3529,25
3530,25
3531,25
3532,25
3533,25
3534,25
3535,25
3536,25
3537,25
3538,25
3539,25
3540,25
3541,25
3542,25
3543,25
3544,26
3545,26
3546,26
3547,26
3548,26
3549,26
3550,26
3551,26
3552,26
3553,26
3554,26
3555,26
3556,26
3557,26
3558,26
3559,26
3560,26
3561,26
3562,26
3563,26
3564,27
3565,27
3566,27
3567,27
3568,27
3569,27
3570,27
3571,27
3572,27
3573,27
3574,27
3575,27
3576,27
3577,27
3578,27
3579,27
3580,27
3581,27
3582,27
3583,27
3584,28
3585,28
3586,28
3587,28
3588,28
3589,28
3590,28
3591,28
3592,28
3593,28
3594,28
3595,28
3596,28
3597,28
3598,28
3599,28
3600,28
3601,28
3602,28
3603,28
3604,29
3605,29
3606,29
3607,29
3608,29
3609,29
3610,29
3611,29
3612,29
3613,29
3614,29
3615,29
3616,29
3617,29
3618,29
3619,29
3620,29
3621,29
3622,29
3623,29
3624,30
3625,30
3626,30
3627,30
3628,30
3629,30
3630,30
3631,30
3632,30
3633,30
3634,30
3635,30
3636,30
3637,30
3638,30
3639,30
3640,30
3641,30
3642,30
3643,30
3644,31
3645,31
3646,31
3647,31
3648,31
3649,31
3650,31
3651,31
3652,31
3653,31
3654,31
3655,31
3656,31
3657,31
3658,31
3659,31
3660,31
3661,31
3662,31
3663,31
3664,32
3665,32
3666,32
3667,32
3668,32
3669,32
3670,32
3671,32
3672,32
3673,32
3674,32
3675,32
3676,32
3677,32
3678,32
3679,32
3680,32
3681,32
3682,32
3683,32
3684,33
3685,33
3686,33
3687,33
3688,33
3689,33
3690,33
3691,33
3692,33
3693,33
3694,33
3695,33
3696,33
3697,33
3698,33
3699,33
3700,33
3701,33
3702,33
3703,33
3704,34
3705,34
3706,34
3707,34
3708,34
3709,34
3710,34
3711,34
3712,34
3713,34
3714,34
3715,34
3716,34
3717,34
3718,34
3719,34
3720,34
3721,34
3722,34
3723,34
3724,35
3725,35
3726,35
3727,35
3728,35
3729,35
3730,35
3731,35
3732,35
3733,35
3734,35
3735,35
3736,35
3737,35
3738,35
3739,35
3740,35
3741,35
3742,35
3743,35
3744,36
3745,36
3746,36
3747,36
3748,36
3749,36
3750,36
3751,36
3752,36
3753,36
3754,36
3755,36
3756,36
3757,36
3758,36
3759,36
3760,36
3761,36
3762,36
3763,36
3764,37
3765,37
3766,37
3767,37
3768,37
3769,37
3770,37
3771,37
3772,37
3773,37
3774,37
3775,37
3776,37
3777,37
3778,37
3779,37
3780,37
3781,37
3782,37
3783,37
3784,38
3785,38
3786,38
3787,38
3788,38
3789,38
3790,38
3791,38
3792,38
3793,38
3794,38
3795,38
3796,38
3797,38
3798,38
3799,38
3800,38
3801,38
3802,38
3803,38
3804,39
3805,39
3806,39
3807,39
3808,39
3809,39
3810,39
3811,39
3812,39
3813,39
3814,39
3815,39
3816,39
3817,39
3818,39
3819,39
3820,39
3821,39
3822,39
3823,39
3824,0
3825,0
3826,0
3827,0
3828,0
3829,0
3830,0
3831,0
3832,0
3833,0
3834,0
3835,0
3836,0
3837,0
3838,0
3839,0
3840,0
3841,0
3842,0
3843,0
3844,1
3845,1
3846,1
3847,1
3848,1
3849,1
3850,1
3851,1
3852,1
3853,1
3854,1
3855,1
3856,1
3857,1
3858,1
3859,1
3860,1
3861,1
3862,1
3863,1
3864,2
3865,2
3866,2
3867,2
3868,2
3869,2
3870,2
3871,2
3872,2
3873,2
3874,2
3875,2
3876,2
3877,2
3878,2
3879,2
3880,2
3881,2
3882,2
3883,2
3884,3
3885,3
3886,3
3887,3
3888,3
3889,3
3890,3
3891,3
3892,3
3893,3
3894,3
3895,3
3896,3
3897,3
3898,3
3899,3
3900,3
3901,3
3902,3
3903,3
3904,4
3905,4
3906,4
3907,4
3908,4
3909,4
3910,4
3911,4
3912,4
3913,4
3914,4
3915,4
3916,4
3917,4
3918,4
3919,4
3920,4
3921,4
3922,4
3923,4
3924,5
3925,5
3926,5
3927,5
3928,5
3929,5
3930,5
3931,5
3932,5
3933,5
3934,5
3935,5
3936,5
3937,5
3938,5
3939,5
3940,5
3941,5
3942,5
3943,5
3944,6
3945,6
3946,6
3947,6
3948,6
3949,6
3950,6
3951,6
3952,6
3953,6
3954,6
3955,6
3956,6
3957,6
3958,6
3959,6
3960,6
3961,6
3962,6
3963,6
3964,7
3965,7
3966,7
3967,7
3968,7
3969,7
3970,7
3971,7
3972,7
3973,7
3974,7
3975,7
3976,7
3977,7
3978,7
3979,7
3980,7
3981,7
3982,7
3983,7
3984,8
3985,8
3986,8
3987,8
3988,8
3989,8
3990,8
3991,8
3992,8
3993,8
3994,8
3995,8
3996,8
3997,8
3998,8
3999,8
4000,8
4001,8
4002,8
4003,8
4004,9
4005,9
4006,9
4007,9
4008,9
4009,9
4010,9
4011,9
4012,9
4013,9
4014,9
4015,9
4016,9
4017,9
4018,9
4019,9
4020,9
4021,9
4022,9
4023,9
4024,10
4025,10
4026,10
4027,10
4028,10
4029,10
4030,10
4031,10
4032,10
4033,10
4034,10
4035,10
4036,10
4037,10
4038,10
4039,10
4040,10
4041,10
4042,10
4043,10
4044,11
4045,11
4046,11
4047,11
4048,11
4049,11
4050,11
4051,11
4052,11
4053,11
4054,11
4055,11
4056,11
4057,11
4058,11
4059,11
4060,11
4061,11
4062,11
4063,11
4064,12
4065,12
4066,12
4067,12
4068,12
4069,12
4070,12
4071,12
4072,12
4073,12
4074,12
4075,12
4076,12
4077,12
4078,12
4079,12
4080,12
4081,12
4082,12
4083,12
4084,13
4085,13
4086,13
4087,13
4088,13
4089,13
4090,13
4091,13
4092,13
4093,13
4094,13
4095,13
4096,13
4097,13
4098,13
4099,13
4100,13
4101,13
4102,13
4103,13
4104,14
4105,14
4106,14
4107,14
4108,14
4109,14
4110,14
4111,14
4112,14
4113,14
4114,14
4115,14
4116,14
4117,14
4118,14
4119,14
4120,14
4121,14
4122,14
4123,14
4124,15
4125,15
4126,15
4127,15
4128,15
4129,15
4130,15
4131,15
4132,15
4133,15
4134,15
4135,15
4136,15
4137,15
4138,15
4139,15
4140,15
4141,15
4142,15
4143,15
4144,16
4145,16
4146,16
4147,16
4148,16
4149,16
4150,16
4151,16
4152,16
4153,16
4154,16
4155,16
4156,16
4157,16
4158,16
4159,16
4160,16
4161,16
4162,16
4163,16
4164,17
4165,17
4166,17
4167,17
4168,17
4169,17
4170,17
4171,17
4172,17
4173,17
4174,17
4175,17
4176,17
4177,17
4178,17
4179,17
4180,17
4181,17
4182,17
4183,17
4184,18
4185,18
4186,18
4187,18
4188,18
4189,18
4190,18
4191,18
4192,18
4193,18
4194,18
4195,18
4196,18
4197,18
4198,18
4199,18
4200,18
4201,18
4202,18
4203,18
4204,19
4205,19
4206,19
4207,19
4208,19
4209,19
4210,19
4211,19
4212,19
4213,19
4214,19
4215,19
4216,19
4217,19
4218,19
4219,19
4220,19
4221,19
4222,19
4223,19
4224,20
4225,20
4226,20
4227,20
4228,20
4229,20
4230,20
4231,20
4232,20
4233,20
4234,20
4235,20
4236,20
4237,20
4238,20
4239,20
4240,20
4241,20
4242,20
4243,20
4244,21
4245,21
4246,21
4247,21
4248,21
4249,21
4250,21
4251,21
4252,21
4253,21
4254,21
4255,21
4256,21
4257,21
4258,21
4259,21
4260,21
4261,21
4262,21
4263,21
4264,22
4265,22
4266,22
4267,22
4268,22
4269,22
4270,22
4271,22
4272,22
4273,22
4274,22
4275,22
4276,22
4277,22
4278,22
4279,22
4280,22
4281,22
4282,22
4283,22
4284,23
4285,23
4286,23
4287,23
4288,23
4289,23
4290,23
4291,23
4292,23
4293,23
4294,23
4295,23
4296,23
4297,23
4298,23
4299,23
4300,23
4301,23
4302,23
4303,23
4304,24
4305,24
4306,24
4307,24
4308,24
4309,24
4310,24
4311,24
4312,24
4313,24
4314,24
4315,24
4316,24
4317,24
4318,24
4319,24
4320,24
4321,24
4322,24
4323,24
4324,25
4325,25
4326,25
4327,25
4328,25
4329,25
4330,25
4331,25
4332,25
4333,25
4334,25
4335,25
4336,25
4337,25
4338,25
4339,25
4340,25
4341,25
4342,25
4343,25
4344,26
4345,26
4346,26
4347,26
4348,26
4349,26
4350,26
4351,26
4352,26
4353,26
4354,26
4355,26
4356,26
4357,26
4358,26
4359,26
4360,26
4361,26
4362,26
4363,26
4364,27
4365,27
4366,27
4367,27
4368,27
4369,27
4370,27
4371,27
4372,27
4373,27
4374,27
4375,27
4376,27
4377,27
4378,27
4379,27
4380,27
4381,27
4382,27
4383,27
4384,28
4385,28
4386,28
4387,28
4388,28
4389,28
4390,28
4391,28
4392,28
4393,28
4394,28
4395,28
4396,28
4397,28
4398,28
4399,28
4400,28
4401,28
4402,28
4403,28
4404,29
4405,29
4406,29
4407,29
4408,29
4409,29
4410,29
4411,29
4412,29
4413,29
4414,29
4415,29
4416,29
4417,29
4418,29
4419,29
4420,29
4421,29
4422,29
4423,29
4424,30
4425,30
4426,30
4427,30
4428,30
4429,30
4430,30
4431,30
4432,30
4433,30
4434,30
4435,30
4436,30
4437,30
4438,30
4439,30
4440,30
4441,30
4442,30
4443,30
4444,31
4445,31
4446,31
4447,31
4448,31
4449,31
4450,31
4451,31
4452,31
4453,31
4454,31
4455,31
4456,31
4457,31
4458,31
4459,31
4460,31
4461,31
4462,31
4463,31
4464,32
4465,32
4466,32
4467,32
4468,32
4469,32
4470,32
4471,32
4472,32
4473,32
4474,32
4475,32
4476,32
4477,32
4478,32
4479,32
4480,32
4481,32
4482,32
4483,32
4484,33
4485,33
4486,33
4487,33
4488,33
4489,33
4490,33
4491,33
4492,33
4493,33
4494,33
4495,33
4496,33
4497,33
4498,33
4499,33
4500,33
4501,33
4502,33
4503,33
4504,34
4505,34
4506,34
4507,34
4508,34
4509,34
4510,34
4511,34
4512,34
4513,34
4514,34
4515,34
4516,34
4517,34
4518,34
4519,34
4520,34
4521,34
4522,34
4523,34
4524,35
4525,35
4526,35
4527,35
4528,35
4529,35
4530,35
4531,35
4532,35
4533,35
4534,35
4535,35
4536,35
4537,35
4538,35
4539,35
4540,35
4541,35
4542,35
4543,35
4544,36
4545,36
4546,36
4547,36
4548,36
4549,36
4550,36
4551,36
4552,36
4553,36
4554,36
4555,36
4556,36
4557,36
4558,36
4559,36
4560,36
4561,36
4562,36
4563,36
4564,37
4565,37
4566,37
4567,37
4568,37
4569,37
4570,37
4571,37
4572,37
4573,37
4574,37
4575,37
4576,37
4577,37
4578,37
4579,37
4580,37
4581,37
4582,37
4583,37
4584,38
4585,38
4586,38
4587,38
4588,38
4589,38
4590,38
4591,38
4592,38
4593,38
4594,38
4595,38
4596,38
4597,38
4598,38
4599,38
4600,38
4601,38
4602,38
4603,38
4604,39
4605,39
4606,39
4607,39
4608,39
4609,39
4610,39
4611,39
4612,39
4613,39
4614,39
4615,39
4616,39
4617,39
4618,39
4619,39
4620,39
4621,39
4622,39
4623,39
4624,40
4625,40
4626,40
4627,40
4628,40
4629,40
4630,40
4631,40
4632,40
4633,40
4634,40
4635,40
4636,40
4637,40
4638,40
4639,40
4640,40
4641,40
4642,40
4643,40
4644,41
4645,41
4646,41
4647,41
4648,41
4649,41
4650,41
4651,41
4652,41
4653,41
4654,41
4655,41
4656,41
4657,41
4658,41
4659,41
4660,41
4661,41
4662,41
4663,41
4664,42
4665,42
4666,42
4667,42
4668,42
4669,42
4670,42
4671,42
4672,42
4673,42
4674,42
4675,42
4676,42
4677,42
4678,42
4679,42
4680,42
4681,42
4682,42
4683,42
4684,43
4685,43
4686,43
4687,43
4688,43
4689,43
4690,43
4691,43
4692,43
4693,43
4694,43
4695,43
4696,43
4697,43
4698,43
4699,43
4700,43
4701,43
4702,43
4703,43
4704,44
4705,44
4706,44
4707,44
4708,44
4709,44
4710,44
4711,44
4712,44
4713,44
4714,44
4715,44
4716,44
4717,44
4718,44
4719,44
4720,44
4721,44
4722,44
4723,44
4724,45
4725,45
4726,45
4727,45
4728,45
4729,45
4730,45
4731,45
4732,45
4733,45
4734,45
4735,45
4736,45
4737,45
4738,45
4739,45
4740,45
4741,45
4742,45
4743,45
4744,46
4745,46
4746,46
4747,46
4748,46
4749,46
4750,46
4751,46
4752,46
4753,46
4754,46
4755,46
4756,46
4757,46
4758,46
4759,46
4760,46
4761,46
4762,46
4763,46
4764,47
4765,47
4766,47
4767,47
4768,47
4769,47
4770,47
4771,47
4772,47
4773,47
4774,47
4775,47
4776,47
4777,47
4778,47
4779,47
4780,47
4781,47
4782,47
4783,47
4784,48
4785,48
4786,48
4787,48
4788,48
4789,48
4790,48
4791,48
4792,48
4793,48
4794,48
4795,48
4796,48
4797,48
4798,48
4799,48
4800,48
4801,48
4802,48
4803,48
4804,49
4805,49
4806,49
4807,49
4808,49
4809,49
4810,49
4811,49
4812,49
4813,49
4814,49
4815,49
4816,49
4817,49
4818,49
4819,49
4820,49
4821,49
4822,49
4823,49
4824,50
4825,50
4826,50
4827,50
4828,50
4829,50
4830,50
4831,50
4832,50
4833,50
4834,50
4835,50
4836,50
4837,50
4838,50
4839,50
4840,50
4841,50
4842,50
4843,50
4844,51
4845,51
4846,51
4847,51
4848,51
4849,51
4850,51
4851,51
4852,51
4853,51
4854,51
4855,51
4856,51
4857,51
4858,51
4859,51
4860,51
4861,51
4862,51
4863,51
4864,52
4865,52
4866,52
4867,52
4868,52
4869,52
4870,52
4871,52
4872,52
4873,52
4874,52
4875,52
4876,52
4877,52
4878,52
4879,52
4880,52
4881,52
4882,52
4883,52
4884,53
4885,53
4886,53
4887,53
4888,53
4889,53
4890,53
4891,53
4892,53
4893,53
4894,53
4895,53
4896,53
4897,53
4898,53
4899,53
4900,53
4901,53
4902,53
4903,53
4904,54
4905,54
4906,54
4907,54
4908,54
4909,54
4910,54
4911,54
4912,54
4913,54
4914,54
4915,54
4916,54
4917,54
4918,54
4919,54
4920,54
4921,54
4922,54
4923,54
4924,55
4925,55
4926,55
4927,55
4928,55
4929,55
4930,55
4931,55
4932,55
4933,55
4934,55
4935,55
4936,55
4937,55
4938,55
4939,55
4940,55
4941,55
4942,55
4943,55
4944,56
4945,56
4946,56
4947,56
4948,56
4949,56
4950,56
4951,56
4952,56
4953,56
4954,56
4955,56
4956,56
4957,56
4958,56
4959,56
4960,56
4961,56
4962,56
4963,56
4964,57
4965,57
4966,57
4967,57
4968,57
4969,57
4970,57
4971,57
4972,57
4973,57
4974,57
4975,57
4976,57
4977,57
4978,57
4979,57
4980,57
4981,57
4982,57
4983,57
4984,58
4985,58
4986,58
4987,58
4988,58
4989,58
4990,58
4991,58
4992,58
4993,58
4994,58
4995,58
4996,58
4997,58
4998,58
4999,58
5000,58
5001,58
5002,58
5003,58
5004,59
5005,59
5006,59
5007,59
5008,59
5009,59
5010,59
5011,59
5012,59
5013,59
5014,59
5015,59
5016,59
5017,59
5018,59
5019,59
5020,59
5021,59
5022,59
5023,59
5024,60
5025,60
5026,60
5027,60
5028,60
5029,60
5030,60
5031,60
5032,60
5033,60
5034,60
5035,60
5036,60
5037,60
5038,60
5039,60
5040,60
5041,60
5042,60
5043,60
5044,61
5045,61
5046,61
5047,61
5048,61
5049,61
5050,61
5051,61
5052,61
5053,61
5054,61
5055,61
5056,61
5057,61
5058,61
5059,61
5060,61
5061,61
5062,61
5063,61
5064,62
5065,62
5066,62
5067,62
5068,62
5069,62
5070,62
5071,62
5072,62
5073,62
5074,62
5075,62
5076,62
5077,62
5078,62
5079,62
5080,62
5081,62
5082,62
5083,62
5084,63
5085,63
5086,63
5087,63
5088,63
5089,63
5090,63
5091,63
5092,63
5093,63
5094,63
5095,63
5096,63
5097,63
5098,63
5099,63
5100,63
5101,63
5102,63
5103,63
5104,64
5105,64
5106,64
5107,64
5108,64
5109,64
5110,64
5111,64
5112,64
5113,64
5114,64
5115,64
5116,64
5117,64
5118,64
5119,64
5120,64
5121,64
5122,64
5123,64
5124,65
5125,65
5126,65
5127,65
5128,65
5129,65
5130,65
5131,65
5132,65
5133,65
5134,65
5135,65
5136,65
5137,65
5138,65
5139,65
5140,65
5141,65
5142,65
5143,65
5144,66
5145,66
5146,66
5147,66
5148,66
5149,66
5150,66
5151,66
5152,66
5153,66
5154,66
5155,66
5156,66
5157,66
5158,66
5159,66
5160,66
5161,66
5162,66
5163,66
5164,67
5165,67
5166,67
5167,67
5168,67
5169,67
5170,67
5171,67
5172,67
5173,67
5174,67
5175,67
5176,67
5177,67
5178,67
5179,67
5180,67
5181,67
5182,67
5183,67
5184,68
5185,68
5186,68
5187,68
5188,68
5189,68
5190,68
5191,68
5192,68
5193,68
5194,68
5195,68
5196,68
5197,68
5198,68
5199,68
5200,68
5201,68
5202,68
5203,68
5204,69
5205,69
5206,69
5207,69
5208,69
5209,69
5210,69
5211,69
5212,69
5213,69
5214,69
5215,69
5216,69
5217,69
5218,69
5219,69
5220,69
5221,69
5222,69
5223,69
5224,70
5225,70
5226,70
5227,70
5228,70
5229,70
5230,70
5231,70
5232,70
5233,70
5234,70
5235,70
5236,70
5237,70
5238,70
5239,70
5240,70
5241,70
5242,70
5243,70
5244,71
5245,71
5246,71
5247,71
5248,71
5249,71
5250,71
5251,71
5252,71
5253,71
5254,71
5255,71
5256,71
5257,71
5258,71
5259,71
5260,71
5261,71
5262,71
5263,71
5264,72
5265,72
5266,72
5267,72
5268,72
5269,72
5270,72
5271,72
5272,72
5273,72
5274,72
5275,72
5276,72
5277,72
5278,72
5279,72
5280,72
5281,72
5282,72
5283,72
5284,73
5285,73
5286,73
5287,73
5288,73
5289,73
5290,73
5291,73
5292,73
5293,73
5294,73
5295,73
5296,73
5297,73
5298,73
5299,73
5300,73
5301,73
5302,73
5303,73
5304,74
5305,74
5306,74
5307,74
5308,74
5309,74
5310,74
5311,74
5312,74
5313,74
5314,74
5315,74
5316,74
5317,74
5318,74
5319,74
5320,74
5321,74
5322,74
5323,74
5324,75
5325,75
5326,75
5327,75
5328,75
5329,75
5330,75
5331,75
5332,75
5333,75
5334,75
5335,75
5336,75
5337,75
5338,75
5339,75
5340,75
5341,75
5342,75
5343,75
5344,76
5345,76
5346,76
5347,76
5348,76
5349,76
5350,76
5351,76
5352,76
5353,76
5354,76
5355,76
5356,76
5357,76
5358,76
5359,76
5360,76
5361,76
5362,76
5363,76
5364,77
5365,77
5366,77
5367,77
5368,77
5369,77
5370,77
5371,77
5372,77
5373,77
5374,77
5375,77
5376,77
5377,77
5378,77
5379,77
5380,77
5381,77
5382,77
5383,77
5384,78
5385,78
5386,78
5387,78
5388,78
5389,78
5390,78
5391,78
5392,78
5393,78
5394,78
5395,78
5396,78
5397,78
5398,78
5399,78
5400,78
5401,78
5402,78
5403,78
5404,79
5405,79
5406,79
5407,79
5408,79
5409,79
5410,79
5411,79
5412,79
5413,79
5414,79
5415,79
5416,79
5417,79
5418,79
5419,79
5420,79
5421,79
5422,79
5423,79
5424,80
5425,80
5426,80
5427,80
5428,80
5429,80
5430,80
5431,80
5432,80
5433,80
5434,80
5435,80
5436,80
5437,80
5438,80
5439,80
5440,80
5441,80
5442,80
5443,80
5444,81
5445,81
5446,81
5447,81
5448,81
5449,81
5450,81
5451,81
5452,81
5453,81
5454,81
5455,81
5456,81
5457,81
5458,81
5459,81
5460,81
5461,81
5462,81
5463,81
5464,82
5465,82
5466,82
5467,82
5468,82
5469,82
5470,82
5471,82
5472,82
5473,82
5474,82
5475,82
5476,82
5477,82
5478,82
5479,82
5480,82
5481,82
5482,82
5483,82
5484,83
5485,83
5486,83
5487,83
5488,83
5489,83
5490,83
5491,83
5492,83
5493,83
5494,83
5495,83
5496,83
5497,83
5498,83
5499,83
5500,83
5501,83
5502,83
5503,83
5504,84
5505,84
5506,84
5507,84
5508,84
5509,84
5510,84
5511,84
5512,84
5513,84
5514,84
5515,84
5516,84
5517,84
5518,84
5519,84
5520,84
5521,84
5522,84
5523,84
5524,85
5525,85
5526,85
5527,85
5528,85
5529,85
5530,85
5531,85
5532,85
5533,85
5534,85
5535,85
5536,85
5537,85
5538,85
5539,85
5540,85
5541,85
5542,85
5543,85
5544,86
5545,86
5546,86
5547,86
5548,86
5549,86
5550,86
5551,86
5552,86
5553,86
5554,86
5555,86
5556,86
5557,86
5558,86
5559,86
5560,86
5561,86
5562,86
5563,86
5564,87
5565,87
5566,87
5567,87
5568,87
5569,87
5570,87
5571,87
5572,87
5573,87
5574,87
5575,87
5576,87
5577,87
5578,87
5579,87
5580,87
5581,87
5582,87
5583,87
5584,88
5585,88
5586,88
5587,88
5588,88
5589,88
5590,88
5591,88
5592,88
5593,88
5594,88
5595,88
5596,88
5597,88
5598,88
5599,88
5600,88
5601,88
5602,88
5603,88
5604,89
5605,89
5606,89
5607,89
5608,89
5609,89
5610,89
5611,89
5612,89
5613,89
5614,89
5615,89
5616,89
5617,89
5618,89
5619,89
5620,89
5621,89
5622,89
5623,89
5624,90
5625,90
5626,90
5627,90
5628,90
5629,90
5630,90
5631,90
5632,90
5633,90
5634,90
5635,90
5636,90
5637,90
5638,90
5639,90
5640,90
5641,90
5642,90
5643,90
5644,91
5645,91
5646,91
5647,91
5648,91
5649,91
5650,91
5651,91
5652,91
5653,91
5654,91
5655,91
5656,91
5657,91
5658,91
5659,91
5660,91
5661,91
5662,91
5663,91
5664,92
5665,92
5666,92
5667,92
5668,92
5669,92
5670,92
5671,92
5672,92
5673,92
5674,92
5675,92
5676,92
5677,92
5678,92
5679,92
5680,92
5681,92
5682,92
5683,92
5684,93
5685,93
5686,93
5687,93
5688,93
5689,93
5690,93
5691,93
5692,93
5693,93
5694,93
5695,93
5696,93
5697,93
5698,93
5699,93
5700,93
5701,93
5702,93
5703,93
5704,94
5705,94
5706,94
5707,94
5708,94
5709,94
5710,94
5711,94
5712,94
5713,94
5714,94
5715,94
5716,94
5717,94
5718,94
5719,94
5720,94
5721,94
5722,94
5723,94
5724,95
5725,95
5726,95
5727,95
5728,95
5729,95
5730,95
5731,95
5732,95
5733,95
5734,95
5735,95
5736,95
5737,95
5738,95
5739,95
5740,95
5741,95
5742,95
5743,95
5744,96
5745,96
5746,96
5747,96
5748,96
5749,96
5750,96
5751,96
5752,96
5753,96
5754,96
5755,96
5756,96
5757,96
5758,96
5759,96
5760,96
5761,96
5762,96
5763,96
5764,97
5765,97
5766,97
5767,97
5768,97
5769,97
5770,97
5771,97
5772,97
5773,97
5774,97
5775,97
5776,97
5777,97
5778,97
5779,97
5780,97
5781,97
5782,97
5783,97
5784,98
5785,98
5786,98
5787,98
5788,98
5789,98
5790,98
5791,98
5792,98
5793,98
5794,98
5795,98
5796,98
